field_id,year,crop_id,target_yield_t_ha,model_pred_t_ha,pred_kind,cropwise_pred_t_ha
233,2021,44.0,34.056,36.179606833767146,oof_reg,34.056
233,2022,46.0,44.169231,27.970584422343183,oof_reg,
234,2010,40.0,30.815,24.452724690674085,oof_reg,
234,2011,40.0,25.765,23.23633510091021,oof_reg,
234,2012,40.0,17.617,23.90873563268877,oof_reg,
234,2013,40.0,21.286,25.201663661162534,oof_reg,
234,2014,40.0,22.455,22.19639619193271,oof_reg,
234,2015,40.0,23.784,23.41772076646013,oof_reg,
234,2016,40.0,27.932,25.054253871564672,oof_reg,
234,2017,40.0,27.084,24.06531552376188,oof_reg,
234,2018,40.0,21.424,25.11655720050611,oof_reg,21.424
234,2019,33.0,6.081,21.398755042827112,oof_reg,6.081
234,2021,44.0,38.293,32.0617664322841,oof_reg,38.293
234,2022,43.0,35.318,27.14668849926014,oof_reg,35.318
234,2023,44.0,24.153,27.632724113899886,oof_reg,24.153
234,2024,40.0,26.562,29.95563599504001,oof_reg,26.562
234,2025,62.0,44.593,36.7430191663413,oof_reg,44.593
