field_id,year,crop_id,std_name,target_yield_t_ha,target_source,unit_fix_applied,kept
216,2010,40.0,sunflower,2.8838,estimate_normalized,True,True
216,2011,40.0,sunflower,2.4407,estimate_normalized,True,True
216,2012,40.0,sunflower,2.4394,estimate_normalized,True,True
216,2013,40.0,sunflower,2.4091,estimate_normalized,True,True
216,2014,40.0,sunflower,2.9909,estimate_normalized,True,True
216,2015,40.0,sunflower,2.7174,estimate_normalized,True,True
216,2016,40.0,sunflower,2.6756,estimate_normalized,True,True
216,2017,20.0,oil_seed_raps_spring,2.26,productivity_normalized,False,True
216,2018,40.0,sunflower,2.1175,estimate_normalized,True,True
216,2019,40.0,sunflower,1.95,productivity_normalized,True,True
216,2020,43.0,wheat_spring,1.246,productivity_normalized,True,True
216,2021,40.0,sunflower,2.925945945945946,physical_harvested_weight,False,True
216,2022,43.0,wheat_spring,3.1270270270270273,physical_harvested_weight,False,True
216,2023,3.0,barley_spring,2.696783783783784,physical_harvested_weight,False,True
216,2024,44.0,wheat_winter,5.342162162162162,physical_harvested_weight,False,True
216,2025,40.0,sunflower,2.986756756756757,physical_harvested_weight,False,True
216,2026,3.0,barley_spring,,no_data,False,False
216,2027,3.0,barley_spring,,no_data,False,False
216,2028,,,,no_data,False,False
216,2029,,,,no_data,False,False
216,2030,,,,no_data,False,False
217,2000,40.0,sunflower,,no_data,False,False
217,2001,40.0,sunflower,,no_data,False,False
217,2002,40.0,sunflower,,no_data,False,False
217,2003,40.0,sunflower,,no_data,False,False
217,2004,40.0,sunflower,,no_data,False,False
217,2005,40.0,sunflower,,no_data,False,False
217,2006,40.0,sunflower,,no_data,False,False
217,2007,40.0,sunflower,,no_data,False,False
217,2008,40.0,sunflower,,no_data,False,False
217,2009,40.0,sunflower,,no_data,False,False
217,2010,40.0,sunflower,2.0382000000000002,estimate_normalized,True,True
217,2011,40.0,sunflower,2.475,estimate_normalized,True,True
217,2012,40.0,sunflower,1.6152000000000002,estimate_normalized,True,True
217,2013,40.0,sunflower,2.2975000000000003,estimate_normalized,True,True
217,2014,40.0,sunflower,3.0689,estimate_normalized,True,True
217,2015,40.0,sunflower,1.251,estimate_normalized,True,True
217,2016,40.0,sunflower,2.2364,estimate_normalized,True,True
217,2017,20.0,oil_seed_raps_spring,0.8960000000000001,productivity_normalized,True,True
217,2018,40.0,sunflower,1.1881,estimate_normalized,True,True
217,2019,40.0,sunflower,1.9620000000000002,productivity_normalized,True,True
217,2020,43.0,wheat_spring,3.37,productivity_normalized,False,True
217,2021,40.0,sunflower,2.768578431372549,physical_harvested_weight,False,True
217,2022,43.0,wheat_spring,3.0637254901960786,physical_harvested_weight,False,True
217,2023,3.0,barley_spring,2.021480392156863,physical_harvested_weight,False,True
217,2024,40.0,sunflower,2.9758823529411766,physical_harvested_weight,False,True
217,2025,43.0,wheat_spring,2.5629901960784314,physical_harvested_weight,False,True
217,2026,40.0,sunflower,,no_data,False,False
217,2027,43.0,wheat_spring,,no_data,False,False
