field_id,year,yield_t_ha
397,2019,43.78
397,2020,9.65
397,2021,20.624528
397,2022,28.379487
397,2023,24.564103
397,2024,49.368966
397,2025,21.965
398,2020,11.0
398,2021,47.666667
398,2022,39.2
400,2020,22.2
400,2021,35.6
400,2022,6.366667
400,2025,0.0
401,2020,13.33
401,2021,42.733333
401,2022,74.92
401,2025,0.0
402,2017,20.94
402,2018,4.11
402,2019,23.01
402,2020,18.04
402,2022,27.027027
402,2023,16.2
402,2024,36.572973
402,2025,52.351351
403,2017,8.11
403,2018,22.32
403,2019,40.98
403,2020,17.92
403,2021,33.825581
403,2022,39.586047
403,2023,20.486047
403,2024,38.331765
403,2025,57.341176
405,2017,54.32
405,2018,22.86
405,2019,36.76
405,2020,22.55
405,2021,34.904094
405,2022,23.405848
405,2023,21.315789
405,2024,22.403509
405,2025,19.138596
406,2017,16.44
406,2018,12.55
406,2019,30.38
406,2020,3.66
406,2021,29.4
406,2022,19.827273
406,2023,26.836364
406,2024,32.634783
406,2025,38.913043
407,2017,12.61
407,2018,3.96
407,2019,14.18
407,2020,4.62
407,2022,27.733333
407,2023,23.044444
407,2024,27.555556
408,2017,7.43
408,2018,9.18
408,2019,50.78
408,2020,6.03
408,2021,34.680702
408,2022,26.842105
408,2023,16.561404
408,2024,45.080702
408,2025,35.336842
409,2017,11.59
409,2018,32.39
409,2019,6.12
409,2020,6.59
409,2021,24.27907
409,2022,26.706977
409,2023,25.293023
409,2024,49.353488
409,2025,29.562791
410,2021,35.784
410,2022,27.344
410,2023,20.832
410,2024,55.36
410,2025,35.672
411,2017,9.05
411,2018,7.18
411,2019,27.55
411,2020,10.49
411,2021,33.794203
411,2022,23.311594
411,2023,27.965217
411,2024,26.267143
411,2025,28.207143
412,2017,17.08
412,2018,5.35
412,2019,42.05
412,2020,23.64
412,2021,34.407273
412,2022,24.789091
412,2023,33.007273
412,2024,43.567273
412,2025,46.632727
414,2017,18.36
414,2018,13.35
414,2019,42.41
414,2020,15.26
414,2021,35.124658
414,2022,31.254795
414,2023,26.454795
414,2024,56.635862
414,2025,41.584828
415,2017,10.11
415,2018,6.34
415,2019,31.06
415,2020,4.12
415,2021,28.478125
415,2022,20.121875
415,2023,30.2875
415,2024,45.9875
415,2025,41.290625
416,2017,14.1
416,2018,19.04
416,2019,8.88
416,2020,14.9
416,2021,37.137255
416,2022,24.264789
416,2023,25.889606
416,2024,31.012593
416,2025,50.820818
418,2018,1.79
418,2019,27.1
418,2020,19.34
418,2021,29.631111
418,2022,27.137778
418,2023,31.977778
418,2024,44.457778
418,2025,35.744444
419,2017,7.51
419,2019,43.18
419,2020,9.53
419,2021,28.698182
419,2022,40.338182
419,2023,22.567273
419,2024,35.854545
419,2025,46.690909
420,2017,12.61
420,2018,3.96
420,2019,27.3
420,2020,4.62
420,2021,23.181818
421,2018,25.85
421,2019,33.79
421,2020,8.86
421,2021,29.441818
421,2023,10.072593
421,2024,58.072593
421,2025,32.025926
422,2017,4.63
422,2019,23.72
422,2020,3.89
422,2021,20.193846
422,2022,34.0
422,2023,23.816438
422,2024,50.876712
422,2025,30.631507
423,2017,4.29
423,2019,20.85
423,2020,7.69
423,2021,31.824719
423,2022,32.240449
423,2023,28.031461
423,2024,39.140674
423,2025,31.474157
424,2017,10.01
424,2019,38.98
424,2020,16.42
424,2021,26.524752
424,2022,41.190099
424,2023,20.829703
424,2024,40.635644
424,2025,48.607843
425,2017,10.89
425,2018,18.25
425,2019,38.55
425,2020,19.94
425,2021,27.649462
425,2022,23.630108
425,2023,25.597849
425,2024,39.204301
425,2025,32.565591
426,2019,13.58
426,2021,42.627119
426,2022,25.298305
426,2023,20.30339
426,2024,46.440678
426,2025,26.094915
427,2019,30.82
427,2020,11.07
427,2021,24.951613
427,2022,41.958065
427,2023,25.776119
427,2024,36.002985
427,2025,24.489286
428,2017,21.22
428,2018,6.69
428,2019,24.29
428,2020,7.0
428,2021,15.723037
428,2022,35.535393
428,2023,24.957865
428,2024,43.79558
428,2025,14.89901
429,2018,19.0
429,2020,32.08
429,2021,15.118182
429,2022,30.915909
429,2023,31.136364
429,2024,21.590909
429,2025,47.388636
430,2020,24.0
430,2021,24.086486
431,2021,24.72
431,2022,15.333333
431,2023,26.0
432,2021,28.518182
432,2022,0.227273
432,2023,9.977273
432,2024,38.786364
432,2025,29.768182
433,2021,36.5
434,2021,27.96
435,2020,6.0
435,2021,31.944444
435,2022,40.846
435,2023,19.16
435,2024,30.008485
435,2025,26.112048
436,2020,8.0
436,2021,30.22069
437,2021,15.114286
438,2021,44.36875
438,2022,44.86875
439,2021,21.288889
440,2021,29.65814
440,2022,34.393548
440,2023,29.054839
440,2024,32.905742
440,2025,36.193548
441,2020,37.0
441,2021,40.018182
441,2025,39.866667
443,2021,24.7
444,2021,35.126316
444,2022,33.315789
444,2023,28.421053
444,2024,58.066667
445,2021,18.866667
446,2021,20.2
447,2021,26.466667
448,2021,18.946154
451,2021,78.75
451,2022,0.0
455,2021,59.735294
456,2021,17.387097
456,2023,13.370732
457,2021,12.95
457,2023,14.166667
457,2024,28.333333
457,2025,34.4
458,2021,21.391228
460,2021,12.569412
460,2022,0.0
461,2021,18.042857
461,2023,18.928571
463,2021,43.342857
463,2022,0.0
464,2021,14.511111
464,2022,0.0
464,2023,7.222222
465,2021,45.28125
467,2021,28.866667
467,2023,5.880769
468,2021,26.496552
468,2022,46.448276
469,2021,12.4
469,2022,30.136842
470,2021,31.884444
471,2021,30.327273
471,2023,12.741667
472,2021,13.179412
472,2023,0.0
473,2021,163.02
474,2021,2.5
475,2021,48.013333
477,2021,17.88
479,2023,44.085714
480,2021,10.266667
481,2021,35.430769
482,2021,46.636364
482,2023,14.048333
483,2021,33.342857
484,2021,12.895238
485,2021,3.333333
486,2021,28.973333
487,2021,24.669231
487,2022,0.0
488,2021,10.02
488,2022,0.0
491,2021,21.536364
491,2022,0.0
492,2021,0.0
493,2021,10.55
494,2021,17.4
505,2022,34.665217
506,2022,29.16875
508,2022,0.0
510,2022,45.433333
510,2023,23.091667
512,2022,17.232222
512,2023,35.2
512,2024,36.096923
512,2025,37.007692
513,2023,15.013043
513,2024,18.7
513,2025,45.06087
514,2023,20.454545
514,2024,31.7
514,2025,48.363636
588,2023,16.065385
599,2023,11.863889
602,2023,6.4
604,2023,21.067846
611,2023,0.025641
612,2023,2.363636
616,2023,0.257268
628,2023,17.109375
628,2024,25.993613
628,2025,18.352982
630,2023,12.423529
630,2024,27.423529
630,2025,15.882353
632,2023,18.230952
632,2024,5.004762
632,2025,18.557143
633,2023,16.49375
633,2024,27.2155
633,2025,37.351351
634,2023,11.940476
634,2024,37.985714
634,2025,37.36
635,2023,20.047059
635,2024,24.098039
635,2025,34.548
636,2023,20.064912
636,2024,43.901754
636,2025,25.898246
640,2023,10.916667
640,2024,26.459524
640,2025,4.794915
643,2023,16.222414
643,2024,13.826573
643,2025,33.0
644,2023,17.36
644,2024,24.706667
649,2023,17.1
650,2023,26.490164
650,2024,34.179661
652,2023,17.1
653,2023,11.259259
653,2024,24.991111
653,2025,40.735043
654,2023,26.425
655,2023,12.8
655,2024,24.152632
657,2024,12.758621
659,2024,24.405714
660,2023,17.62
661,2023,12.745614
661,2024,36.691228
662,2023,17.616667
663,2023,26.491071
663,2024,34.639286
663,2025,13.196825
665,2023,16.25
666,2023,16.253191
667,2023,12.873529
667,2024,31.582609
667,2025,18.325991
668,2023,15.998675
668,2024,13.128169
668,2025,33.545013
669,2023,15.975472
669,2024,33.226415
669,2025,10.690566
670,2023,7.734286
670,2025,10.0
671,2023,17.734375
671,2024,0.3125
671,2025,12.733333
672,2023,18.552174
672,2024,23.676522
672,2025,17.893168
674,2023,12.578205
674,2024,46.898425
674,2025,16.521739
675,2023,20.089744
675,2024,49.047619
675,2025,28.63354
677,2023,22.621429
677,2024,16.4
677,2025,0.0
678,2023,20.062687
680,2023,25.114634
680,2024,50.029268
685,2023,30.210127
685,2024,31.886076
685,2025,12.593197
689,2023,11.930769
689,2024,11.392308
689,2025,11.92
690,2023,31.429412
693,2023,18.193878
693,2024,4.937143
693,2025,41.495327
694,2023,18.193939
694,2024,19.284848
694,2025,38.374194
695,2023,18.19
696,2023,17.727778
696,2024,42.052632
698,2023,10.6
698,2024,31.886331
698,2025,31.444444
699,2023,31.443548
699,2024,19.542857
699,2025,8.644068
700,2023,17.717778
700,2024,31.551111
701,2023,22.635714
705,2024,14.625
706,2023,20.191667
706,2024,7.350725
706,2025,8.28642
710,2023,20.161111
711,2023,17.377647
711,2024,6.596296
711,2025,20.722222
712,2023,21.55
712,2024,24.81875
713,2023,17.382353
715,2023,18.202685
715,2024,32.449664
715,2025,23.115254
716,2023,18.917857
716,2024,28.678571
717,2023,24.256757
717,2024,21.251316
717,2025,24.324
718,2023,17.971698
718,2024,39.079245
719,2023,24.3
722,2023,23.453571
722,2024,31.435714
722,2025,19.607407
725,2023,18.9
725,2024,48.4875
725,2025,27.949849
726,2023,7.297059
726,2024,24.810294
727,2023,13.795238
727,2024,28.12381
728,2023,20.159649
728,2024,14.098246
728,2025,33.735849
729,2023,18.895745
729,2024,40.217778
729,2025,12.093023
730,2023,13.8
730,2024,34.386364
733,2023,17.423448
733,2024,12.295181
735,2023,24.4
736,2023,21.700926
736,2024,11.806897
736,2025,35.224299
737,2023,24.403008
737,2024,13.083459
737,2025,30.476981
738,2023,12.56732
738,2024,63.035088
738,2025,17.206897
741,2023,19.048649
742,2023,19.048739
742,2024,39.002564
742,2025,16.852222
743,2023,24.803922
743,2024,30.864706
743,2025,27.562745
744,2023,9.978218
744,2024,34.330693
744,2025,24.041905
745,2023,10.3
745,2024,16.65
746,2023,18.734783
746,2024,19.434783
746,2025,23.510638
747,2023,10.0
749,2023,12.801351
749,2024,19.632432
749,2025,36.557576
750,2023,11.019149
750,2024,49.12766
750,2025,22.961702
751,2024,10.693548
751,2025,16.935484
752,2023,19.104762
752,2024,50.479365
753,2023,14.910294
753,2024,37.430769
753,2025,18.231746
754,2023,31.427778
755,2023,26.428205
756,2023,31.430357
757,2023,26.775
758,2023,24.257143
759,2024,9.5625
759,2025,17.0
760,2024,10.0
760,2025,17.692308
764,2023,31.446774
764,2024,38.829032
766,2023,26.3
766,2024,11.31236
766,2025,31.269048
767,2023,16.358537
767,2024,14.495
768,2023,19.517391
768,2024,25.218182
769,2023,16.36
769,2024,54.701449
770,2023,25.348507
770,2024,16.740299
770,2025,34.689552
771,2023,21.541667
771,2024,49.691429
772,2023,26.430508
772,2024,12.973134
773,2023,6.19403
773,2024,15.847761
773,2025,9.616129
774,2023,26.488889
774,2024,43.085714
775,2023,26.489831
775,2024,30.208955
776,2023,10.157576
776,2024,25.763265
777,2023,17.36
777,2024,33.362295
777,2025,14.358125
778,2023,17.359091
778,2024,44.640909
779,2023,17.360714
779,2024,31.48
780,2023,17.357692
780,2024,40.346667
781,2023,17.360563
781,2024,0.140845
782,2023,31.433333
782,2024,7.968421
782,2025,5.294118
783,2023,18.232292
783,2024,38.222917
783,2025,19.428261
784,2023,17.746154
784,2024,11.116418
784,2025,11.829487
785,2023,18.381871
785,2024,22.41155
785,2025,25.412941
786,2023,14.060417
786,2024,43.557143
786,2025,18.527273
787,2023,13.798571
787,2024,31.833333
788,2023,19.351613
788,2024,19.296774
788,2025,38.133793
789,2023,19.104651
789,2024,38.676744
790,2023,18.870833
790,2024,9.4125
790,2025,29.851111
791,2023,18.553846
792,2023,14.2275
792,2024,29.635
793,2023,17.8
793,2024,43.638202
793,2025,22.246512
794,2023,10.431818
794,2024,84.345455
795,2023,8.206494
795,2024,35.212844
795,2025,12.457471
796,2023,11.148387
797,2023,17.378261
797,2024,15.504348
797,2025,45.113043
798,2023,20.061538
798,2024,27.092308
799,2024,8.559184
800,2023,18.5
800,2024,24.933333
800,2025,19.07
801,2023,18.197273
801,2024,8.103704
801,2025,38.007246
802,2023,23.458333
802,2024,3.558333
802,2025,28.191667
803,2023,18.186207
803,2024,8.068966
803,2025,50.110345
804,2023,18.188889
805,2023,18.189474
806,2023,22.642857
807,2023,31.410526
807,2024,24.712281
808,2023,26.4275
808,2024,23.9625
808,2025,16.854054
809,2023,11.082759
809,2024,31.715517
809,2025,22.703846
810,2023,10.32
810,2024,38.034286
810,2025,12.085185
811,2023,18.688889
811,2024,46.866667
812,2023,17.378947
812,2024,35.915789
812,2025,11.764286
813,2023,17.38
814,2023,17.621622
814,2024,9.753659
814,2025,12.434375
815,2023,17.622222
818,2023,9.972973
818,2024,33.494253
819,2023,19.0125
820,2023,24.25
821,2023,26.428571
821,2024,49.4
821,2025,18.989899
823,2024,24.434043
824,2023,26.488889
824,2024,28.755556
828,2023,12.8
829,2023,12.8
830,2023,17.1
831,2024,25.172973
832,2023,42.0
832,2024,55.08
832,2025,16.8
833,2023,18.430108
833,2024,23.731183
833,2025,18.564865
834,2023,10.0
834,2024,22.088889
834,2025,50.866667
835,2023,22.809524
836,2023,16.984762
836,2024,9.76381
836,2025,30.765714
837,2023,13.793333
837,2024,49.56
837,2025,28.573333
838,2023,18.8
838,2024,29.166667
838,2025,12.683333
839,2023,18.755556
839,2024,34.351111
839,2025,21.388889
845,2023,17.780488
846,2024,34.891304
846,2025,17.005333
847,2024,36.13
847,2025,28.442623
848,2024,12.253846
848,2025,49.5
849,2024,11.28
849,2025,9.632
850,2024,39.284211
850,2025,15.674286
851,2024,58.515789
851,2025,32.888235
852,2024,39.02549
852,2025,12.906667
853,2024,15.0
867,2024,16.971429
867,2025,40.767742
868,2024,9.375
871,2024,23.699502
871,2025,49.961194
872,2024,32.345679
872,2025,45.73057
873,2024,26.691661
873,2025,41.368984
874,2024,28.90411
874,2025,51.871233
875,2024,29.6
875,2025,47.005882
879,2024,36.313333
879,2025,37.103333
881,2024,35.966667
881,2025,52.717949
882,2024,32.781452
882,2025,15.272581
892,2024,42.1
893,2024,41.664815
894,2024,18.546269
896,2024,19.372727
897,2024,18.3
897,2025,30.386957
899,2024,27.888
900,2024,4.117647
901,2024,36.437778
901,2025,41.341573
903,2024,53.329032
903,2025,35.993478
904,2024,14.166327
904,2025,34.331937
905,2024,20.728571
906,2024,84.565789
906,2025,32.494413
907,2024,30.887755
908,2024,14.1
909,2024,12.876
910,2024,10.767857
910,2025,45.769048
911,2024,29.959412
911,2025,19.134932
912,2024,19.226471
913,2024,29.798058
913,2025,35.802139
914,2024,28.275
918,2024,17.71954
918,2025,11.85989
921,2024,19.077966
922,2024,5.885714
923,2024,20.810526
924,2024,21.640964
925,2024,20.0
925,2025,10.235455
926,2024,17.5375
929,2024,26.776744
930,2024,28.29375
931,2024,19.646667
932,2024,24.75
933,2024,19.992857
934,2024,22.073973
936,2024,7.842553
937,2024,6.63913
938,2024,14.650909
939,2024,19.653846
941,2024,16.503937
942,2024,20.663248
942,2025,38.574757
943,2024,16.29505
943,2025,24.547458
944,2024,28.648
946,2024,34.05679
946,2025,9.829279
947,2024,13.284211
949,2024,32.488421
949,2025,16.018499
951,2024,46.412
954,2024,10.767442
956,2024,32.732384
956,2025,42.966038
957,2024,47.864706
957,2025,38.161765
963,2024,32.081818
963,2025,49.848889
964,2024,21.013333
966,2024,44.060526
968,2024,24.633333
969,2024,19.709091
970,2024,33.984615
973,2024,53.428571
974,2024,10.0
976,2025,63.880952
977,2025,48.266667
978,2025,41.304348
979,2025,19.913253
983,2025,46.1
987,2017,19.5
987,2018,9.3
987,2019,43.03
987,2020,3.62
987,2021,35.988646
987,2022,15.71234
987,2023,22.995064
987,2024,38.06383
989,2025,7.509434
991,2025,5.636
993,2025,29.00678
994,2025,38.666667
995,2023,18.430108
995,2024,23.731183
996,2024,84.565789
997,2023,17.36
997,2024,0.081967
998,2025,47.056818
1000,2025,34.231818
1002,2024,34.05679
1004,2024,34.05679
1005,2025,15.001049
1007,2025,14.6
1008,2025,43.705195
1009,2018,26.0
1009,2020,33.92
1009,2021,35.964706
1009,2022,28.858824
1009,2023,21.070588
1009,2024,54.317647
1009,2027,0.0
1010,2018,23.0
1010,2019,24.0
1010,2020,23.96
1010,2021,31.96
1010,2022,22.347143
1010,2023,31.901408
1010,2024,40.175714
1011,2018,26.53
1011,2019,23.64
1011,2020,26.76
1011,2021,31.40375
1011,2022,33.138125
1011,2023,32.4375
1011,2024,28.3575
1012,2025,43.05
1014,2025,35.59
1015,2025,38.295455
1016,2023,17.746154
1016,2024,0.149254
1020,2025,29.516981
1021,2025,17.027027
1022,2025,37.833735
1023,2025,22.638298
1025,2025,14.809524
1026,2025,9.981818
1027,2025,49.6
1028,2025,31.060976
