field_id,year,crop_id,target_yield_t_ha,dataset_tag,subset_tag,model_pred_oof_t_ha,model_pred_train_t_ha
207,2020,20.0,11.702,phases,allcrops,15.784096456302246,12.826842601961888
207,2021,3.0,31.641,phases,allcrops,33.025521643344675,33.302635542752064
207,2022,44.0,29.544,phases,allcrops,21.333589664437937,26.99249719321051
207,2023,44.0,21.542,phases,allcrops,19.675520990047506,20.214126401167988
207,2024,40.0,30.323,phases,allcrops,27.915829832649578,30.865017235157758
207,2025,43.0,34.044,phases,allcrops,30.764587164101272,32.447602898328924
208,2010,40.0,24.501,phases,allcrops,20.823327021142436,23.852001013239953
208,2011,40.0,23.01,phases,allcrops,26.178181948375528,23.05116806635988
208,2012,40.0,20.003,phases,allcrops,22.70216222812079,21.220500094584022
208,2013,40.0,27.517,phases,allcrops,26.684073817994108,25.846623762495174
208,2014,40.0,29.195,phases,allcrops,23.347726777230953,26.986015019654932
208,2015,40.0,14.288,phases,allcrops,14.661258957471615,13.744097237679988
208,2016,40.0,21.872,phases,allcrops,21.51294242572513,22.97251043639447
208,2017,40.0,20.779,phases,allcrops,22.471469244753568,21.650327382855632
208,2018,40.0,16.354,phases,allcrops,21.190388741974612,17.90021889299058
208,2019,40.0,21.162,phases,allcrops,24.829371147850964,21.660177789890323
208,2020,43.0,13.906,phases,allcrops,19.23730413198645,15.07394180992453
208,2021,40.0,30.769,phases,allcrops,27.686528017016116,29.57000081392322
