field_id,year,y_true,y_model_oof,field_name_fields,y_cropwise_pred,field_name_cropwise
232,2023,23.085,22.15908948996985,давыдкин увал правый,23.085,давыдкин увал правый
232,2024,41.416,33.11411167686608,давыдкин увал правый,41.416,давыдкин увал правый
232,2025,24.7,21.21692946654513,давыдкин увал правый,24.7,давыдкин увал правый
233,2010,29.024,21.043635736354084,корнеюшкин,,
233,2011,21.271,22.554294913405347,корнеюшкин,,
233,2012,19.567,20.879103378306965,корнеюшкин,,
233,2013,15.523,20.478063764456696,корнеюшкин,,
233,2014,24.834,31.135444283015858,корнеюшкин,,
233,2015,22.576,22.27422911548195,корнеюшкин,,
233,2016,22.677,18.996014768497183,корнеюшкин,,
233,2017,20.928,22.04173041770126,корнеюшкин,,
233,2018,19.316,24.76867161905725,корнеюшкин,19.316,корнеюшкин
233,2019,25.64,24.562597359639906,корнеюшкин,25.64,корнеюшкин
233,2020,17.5,20.540948258023302,корнеюшкин,17.5,корнеюшкин
233,2021,34.056,32.01328478393326,корнеюшкин,34.056,корнеюшкин
233,2022,44.169231,26.548580165462106,корнеюшкин,,
234,2010,30.815,23.88529552093721,красный яр,,
234,2011,25.765,21.94163952156812,красный яр,,
234,2012,17.617,23.409134646026853,красный яр,,
234,2013,21.286,27.15690441208149,красный яр,,
234,2014,22.455,19.403171321355536,красный яр,,
234,2015,23.784,21.593424067756107,красный яр,,
234,2016,27.932,24.98277078924007,красный яр,,
234,2017,27.084,25.126484644212592,красный яр,,
234,2018,21.424,24.5364798840097,красный яр,21.424,красный яр
234,2019,6.081,20.4263754846204,красный яр,6.081,красный яр
234,2021,38.293,34.266775739750905,красный яр,38.293,красный яр
234,2022,35.318,29.034218851648447,красный яр,35.318,красный яр
234,2023,24.153,27.03105373940674,красный яр,24.153,красный яр
234,2024,26.562,27.944231781495837,красный яр,26.562,красный яр
234,2025,44.593,36.91752932767076,красный яр,44.593,красный яр
