field_id,year,crop_id,target_yield_t_ha,model_pred_oof_t_ha,model_pred_train_t_ha
230,2012,40.0,22.159,26.070609126778276,22.89750753245358
230,2013,40.0,28.546,22.932899126862917,23.16347876475325
230,2014,40.0,20.745,24.671628503043944,24.171870911284614
230,2015,40.0,20.985,21.46956255100185,20.441137945241692
230,2016,40.0,21.473,17.845635302102153,19.882378817915146
230,2017,40.0,28.902,31.580150087064755,28.42454797753693
230,2018,40.0,16.839,21.04867090977357,18.313110215363498
230,2019,44.0,39.929,30.814658761661317,40.10165374840031
230,2020,21.0,12.317,16.300220035411282,13.555532259742984
230,2021,44.0,31.34,33.27322070968057,32.99793458998121
230,2022,40.0,31.92,23.638379838414167,28.675026283806094
230,2023,43.0,15.378,14.956771329173828,15.424935525171923
230,2024,40.0,31.278,28.179762817622628,31.27641005764809
230,2025,43.0,29.788,31.94544582436829,31.853289511337728
231,2010,40.0,27.244,21.699668703179285,24.559668905630218
231,2011,40.0,16.755,21.582273413886497,18.5272797854055
231,2012,40.0,17.558,19.142050249215238,18.686879833876816
231,2013,40.0,22.302,27.99298931945705,24.371523887032268
231,2014,40.0,26.751,24.396674143773854,25.517121407244797
231,2015,40.0,19.308,19.17369021477691,18.504333897973027
231,2016,40.0,33.901,24.099961921248788,30.779534285321063
231,2017,43.0,22.209,22.04931931663156,21.891328078871787
231,2018,36.0,9.584,22.779173146558534,13.270465526162905
231,2019,44.0,42.558,30.711641082504368,41.04486197498237
231,2020,21.0,16.897,14.534822986152816,16.363243801669103
231,2021,44.0,34.016,31.848905719742923,32.98781936497427
231,2022,44.0,22.88,23.116633388044892,23.519990118435892
231,2023,40.0,22.106,19.06883797994845,20.8578176485145
231,2024,43.0,36.423,34.71730416617642,38.856865582328304
231,2025,24.0,24.7,22.271261088211393,25.3292426795347
232,2010,40.0,20.457,21.77344996061729,21.87820148850719
232,2011,40.0,17.736,18.930521681637195,17.938071991517347
232,2012,40.0,23.602,26.02400614788694,23.7993568110399
232,2013,40.0,23.915,23.424861939143405,24.469364168055176
232,2014,40.0,24.254,24.903730855707046,26.001580378117186
232,2015,40.0,13.354,18.4156066288979,15.622569407423878
232,2016,40.0,22.876,23.18703350859145,23.391014872521154
232,2017,43.0,27.603,29.375762829567645,28.939941153726974
232,2018,36.0,12.02,18.996341702846934,13.104607791261472
232,2019,44.0,41.161,28.05459552367535,38.70800564737344
232,2020,21.0,18.421,13.0231740793383,15.763420026221212
232,2021,44.0,29.818,34.181105973123486,32.802458270350755
232,2022,44.0,18.508,19.336454056457793,19.756007683402526
232,2023,40.0,23.085,22.159089489969855,23.006658833041588
232,2024,43.0,41.416,33.11411167686608,37.95250403624956
232,2025,24.0,24.7,21.216929466545132,25.269856724801247
233,2010,40.0,29.024,21.043635736354084,26.43397337503154
233,2011,40.0,21.271,22.554294913405347,22.663744500585956
233,2012,40.0,19.567,20.879103378306965,18.87060126997608
233,2013,40.0,15.523,20.478063764456696,16.138117108165602
233,2014,40.0,24.834,31.135444283015858,26.838243459004637
233,2015,40.0,22.576,22.27422911548195,21.985097724202983
233,2016,40.0,22.677,18.996014768497183,21.444085306745126
233,2017,40.0,20.928,22.04173041770126,21.186042160094622
233,2018,40.0,19.316,24.76867161905725,21.51704374938156
